sc_point_gid,latitude,longitude,country,state,county,timezone,area_developable_sq_km,capacity_ac_mw,dist_spur_km,capacity_density
21711,44.0805529939194,-118.144798454641,United States,Oregon,Malheur,-7,1.4180940032959,4.51365370162927,33.9301882836948,3.182901620864868
21712,44.1030386814394,-117.99589953479,United States,Oregon,Malheur,-7,0.0270000012874603,0.086559457376454,28.2921687990343,3.2059056758880633
21713,44.1253753932182,-117.846890012427,United States,Oregon,Malheur,-7,2.95552803955078,9.62801642730753,22.2769675170628,3.2576298713684078
21714,44.1475629660555,-117.697770501412,United States,Oregon,Malheur,-7,4.18467584838867,13.6333861441547,14.5588051789036,3.257931232452402
21715,44.169601237483,-117.548541618688,United States,Oregon,Malheur,-7,33.5422858886719,110.617519913299,8.05367532368147,3.297852754592895
21716,44.1914900457724,-117.39920398427,United States,Oregon,Malheur,-7,44.1297887695312,142.382208289116,3.54462986797652,3.2264420986175626
21717,44.2132292299427,-117.249758221237,United States,Oregon,Malheur,-7,26.1446326171875,85.0138204696668,7.88756492761103,3.2516739368438725
21718,44.2348186297677,-117.100204955721,United States,Oregon,Malheur,-7,30.8249909912109,110.947850733745,1.28823376490863,3.5992825031280447
21719,44.2562580857838,-116.950544816894,United States,Idaho,Washington,-7,18.4606020263672,64.8142171074511,3.08183766184074,3.5109481811523384
21720,44.2775474392971,-116.80077843696,United States,Idaho,Washington,-7,28.8778684570312,90.0256001591793,11.4694740162011,3.1174600124359184
21721,44.2986865323912,-116.650906451142,United States,Idaho,Washington,-7,3.60188124389648,9.926383820544,1.08,2.7558887004852317
21722,44.3196752079346,-116.500929497668,United States,Idaho,Washington,-7,10.5217833251953,30.3696989369858,3.28742207411231,2.8863642215728764
21723,44.3405133095879,-116.350848217766,United States,Idaho,Washington,-7,14.4673564086914,39.7429004792577,7.78477272147525,2.747074127197266
21724,44.3612006818118,-116.200663255647,United States,Idaho,Gem,-7,0.924984008789062,2.33372715780439,12.5931493398826,2.5229918956756636
21725,44.3817371698737,-116.050375258493,United States,Idaho,Valley,-7,11.2470833496094,27.375001499035,5.18646752981726,2.4339644908904945
21726,44.4021226198559,-115.899984876447,United States,Idaho,Valley,-7,0.326016039276123,0.767278556913872,7.99565583902094,2.353499412536623
21728,44.4424397940268,-115.598899572974,United States,Idaho,Valley,-7,5.35888811645508,14.6013904203827,32.9865129600133,2.7247052192687993
21729,44.4623712145189,-115.448205966519,United States,Idaho,Valley,-7,3.13534813842773,8.79936488428647,53.3234090503268,2.8065032958984424
21730,44.4821509895527,-115.297412605091,United States,Idaho,Valley,-7,0.486396002197266,1.39972501266606,67.1110454046872,2.8777477741241353
21731,44.5017789693935,-115.146520153441,United States,Idaho,Custer,-7,0.124199997425079,0.366877730774304,66.13648696346,2.953927040100103
21732,44.5212550051649,-114.995529279203,United States,Idaho,Custer,-7,0.25983899230957,0.777290725796786,59.0834090503268,2.9914321899414094
21733,44.5405789488564,-114.844440652881,United States,Idaho,Custer,-7,0.0457560014247894,0.141285120568433,50.2687077556009,3.0877943038940554
21736,44.5976367604846,-114.390595009175,United States,Idaho,Custer,-7,0.226584015655518,0.749856079470666,29.8135779003788,3.309395313262932
21737,44.6163508733191,-114.239122136429,United States,Idaho,Custer,-7,1.85450399780273,6.057143938853,23.8277077811098,3.266180038452157
21738,44.6349121672597,-114.087554906653,United States,Idaho,Custer,-7,2.58114602966309,8.15986726162926,29.7277792078591,3.161334991455073
21739,44.6533204996413,-113.935894007264,Unknown,Unknown,Unknown,-7,8.70435966796875,27.2951072159489,29.5867986670108,3.135797262191773
21742,44.7076263145615,-113.480356207028,Unknown,Unknown,Unknown,-7,23.8198139648438,66.3771595051512,22.0532921933813,2.7866363525390563
21743,44.7254213924787,-113.328327558496,Unknown,Unknown,Unknown,-7,5.27190260009766,14.9161267240053,31.1337921806269,2.829363107681273
21745,44.7605504282287,-113.024000391288,United States,Montana,Beaverhead,-7,6.95106068115234,20.3452892413022,0.779116882454314,2.926933050155646
21746,44.777884112889,-112.871703282872,United States,Montana,Beaverhead,-7,6.94205991210937,21.018146717464,8.38279220613579,3.0276527404785187
21747,44.7950637282275,-112.719318102528,United States,Montana,Beaverhead,-7,47.4241236328125,145.324130639533,3.40455844122716,3.0643503665924148
21750,44.8456768214925,-112.261641260691,United States,Montana,Beaverhead,-7,5.0579279296875,16.83824241876,40.3936493271282,3.329079151153571
21751,44.8622388276419,-112.108910936449,United States,Montana,Beaverhead,-7,1.35068402252197,4.50157311590732,51.4967272402614,3.3328099250793484
21753,44.8948985197321,-111.803197551597,United States,Montana,Madison,-7,0.135936004257202,0.447127682460039,59.828350621854,3.289251327514651
21754,44.9109959482567,-111.650215942956,United States,Montana,Madison,-7,8.15021169433594,27.0374402036927,54.8571558007576,3.317391157150262
21755,44.9269382618493,-111.49715202903,United States,Montana,Madison,-7,1.11146396484375,3.87589716237055,57.0299480068934,3.487200021743777
21756,44.9427253343503,-111.344006542094,United States,Montana,Gallatin,-7,0.111600006866455,0.407118847432833,43.7002597104441,3.6480181217193612
21760,45.0043187264722,-110.730623596312,United States,Montana,Park,-7,0.006803999787569,0.0168660989769325,1.35639610306789,2.4788506031036466
21785,45.3324918166774,-106.870680195712,Unknown,Unknown,Unknown,-7,24.5682729492188,57.9968842034116,28.4549870017234,2.360641479492181
21786,45.3435683302591,-106.715439649758,United States,Montana,Rosebud,-7,58.83998203125,147.093936832358,32.3501168569454,2.4998977184295565
21787,45.354486233705,-106.560141365832,United States,Montana,Rosebud,-7,50.6889259277344,124.851830822357,39.149090885901,2.463098764419556
21788,45.3652454368324,-106.404786145712,United States,Montana,Rosebud,-7,1.62929702911377,3.86171656755033,32.4182791951047,2.370173454284667
21789,45.3758458506733,-106.249374792992,United States,Montana,Powder River,-7,4.28519712524414,10.0606980172667,30.520785694243,2.347779512405398
21790,45.386287387479,-106.09390811305,United States,Montana,Powder River,-7,31.4492664550781,75.8942889791821,28.1642467376764,2.413229227066041
21791,45.3965699607253,-105.93838691303,United States,Montana,Powder River,-7,32.3678709228516,81.0751846253792,22.4388766056529,2.504804372787473
21792,45.4066934851169,-105.782812001816,United States,Montana,Powder River,-7,55.5852414550781,134.500915599134,14.9214545315406,2.419723510742192
21797,45.4549224755366,-105.004160207516,United States,Montana,Carter,-7,27.0971815429687,64.6275982014448,34.8705714139949,2.3850302696228076
21798,45.4640899850062,-104.848280110088,United States,Montana,Carter,-7,5.00137229003906,12.1674627917205,39.6910973977938,2.432824850082391
21801,45.4906345467393,-104.380355093106,United States,Montana,Carter,-7,28.630114453125,73.3971666398314,49.5237661840736,2.563635110855103
21802,45.4991631649918,-104.224287924013,United States,Montana,Carter,-7,71.38283203125,173.733237217166,56.4458181261624,2.4338238239288263
21803,45.5075318785493,-104.068176049326,United States,Montana,Carter,-7,76.7992245117188,187.781990570266,62.1036687607709,2.4451026916503866
21804,45.5157406172114,-103.912020296898,United States,South Dakota,Harding,-7,11.9253060791016,33.2749186939219,89.8404739906923,2.7902779579162535
21805,45.5237893120626,-103.755821496003,United States,South Dakota,Harding,-7,24.2758799560547,73.7752276782716,82.1285194719061,3.0390341281890865
21806,45.531677895476,-103.599580477305,United States,South Dakota,Harding,-7,102.933289160156,325.637517038754,70.6367532368147,3.163578271865849
21807,45.5394063011173,-103.443298072832,United States,South Dakota,Harding,-7,119.521037109375,381.613868175788,58.9394025894518,3.1928594112396214
21808,45.546974463948,-103.286975115958,United States,South Dakota,Harding,-7,110.458197070313,341.777477037078,47.4194025894518,3.094179391860949
21809,45.5543823202298,-103.130612441367,United States,South Dakota,Harding,-7,64.2285465820312,177.39389140226,35.8248441482246,2.7619166374206627
21810,45.5616298075275,-102.974210885035,United States,South Dakota,Harding,-7,102.165331640625,260.951267928876,24.3048441482246,2.5542056560516406
21811,45.5687168647127,-102.817771284199,Unknown,Unknown,Unknown,-7,78.3748564453125,200.872082127927,12.7848441482246,2.56296586990356
21812,45.5756434319673,-102.66129447733,Unknown,Unknown,Unknown,-7,87.22617890625,252.502254953888,0.72,2.894798994064333
21813,45.582409450787,-102.504781304114,Unknown,Unknown,Unknown,-7,61.2265315429687,186.520568380187,10.9709545442951,3.0464010238647456
21814,45.5890148639841,-102.348232605415,Unknown,Unknown,Unknown,-7,88.646368359375,271.194477283741,22.6400714267494,3.059284687042232
21815,45.5954596156911,-102.191649223258,Unknown,Unknown,Unknown,-7,62.9296119140625,185.291649262369,34.197350647363,2.9444270133972172
21816,45.6017436513639,-102.035032000795,Unknown,Unknown,Unknown,-7,92.9253911132812,256.879805659991,46.9603571337468,2.764366149902348
21817,45.6078669177845,-101.878381782283,United States,South Dakota,Corson,-7,61.0614544921875,152.227212427251,56.8362466866586,2.493016481399533
21818,45.6138293630643,-101.721699413056,United States,South Dakota,Corson,-7,1.46084394836426,3.41681471240317,48.7958181261624,2.338932037353514
22060,43.2168993187438,-122.660673933335,Unknown,Unknown,Unknown,-8,0.464795960998535,1.17617512526024,11.3602857069975,2.5305192470550475
22061,43.2438777045629,-122.515694507505,Unknown,Unknown,Unknown,-8,1.7241839263916,6.57633575005805,2.87735064736294,3.814172983169558
22062,43.2707126565093,-122.370587596644,Unknown,Unknown,Unknown,-8,5.17166114501953,22.8193180708181,2.1419090885901,4.412376880645749
22063,43.2974039935574,-122.225353713388,Unknown,Unknown,Unknown,-8,12.0105271362305,65.5413580190668,3.99198051533946,5.456992626190172
22064,43.3239515351754,-122.079993373657,Unknown,Unknown,Unknown,-8,3.40105498352051,18.5995421456193,10.146610383316,5.468756675720216
22065,43.3503551013335,-121.934507096646,United States,Oregon,Klamath,-8,3.15942294616699,17.4404680681886,15.0295454429505,5.520143508911135
22066,43.3766145125108,-121.788895404825,United States,Oregon,Klamath,-8,39.8075488769531,212.078222945006,7.14198051533946,5.327588081359875
22067,43.4027295897033,-121.643158823932,United States,Oregon,Klamath,-8,50.03926875,248.673609082657,0.741837661840736,4.969569206237791
22068,43.4287001544312,-121.497297882969,United States,Oregon,Klamath,-8,24.3245056640625,113.258798918598,7.89661038331599,4.656160354614268
22069,43.4545260287469,-121.351313114193,United States,Oregon,Klamath,-8,18.76535859375,83.5211074855506,4.86374675043084,4.450813293457029
22070,43.4802070352421,-121.20520505312,United States,Oregon,Lake,-8,1.58816705932617,6.69784726977783,6.8038181771802,4.217344284057624
22071,43.5057429970557,-121.058974238508,United States,Oregon,Lake,-8,7.91570720214844,32.957358891296,17.2396168696999,4.163539409637448
22072,43.5311337378816,-120.912621212362,United States,Oregon,Lake,-8,13.9085730834961,59.3948859723165,5.40374675043084,4.27037954330444
22073,43.5563790819758,-120.766146519921,United States,Oregon,Lake,-8,6.25546823730469,26.59870641271,8.22198051533946,4.25207281112671
22074,43.5814788541643,-120.619550709655,United States,Oregon,Lake,-8,6.01614003295898,24.0929346326189,2.37462986797652,4.00471639633179
22075,43.6064328798508,-120.472834333259,United States,Oregon,Lake,-8,4.63648469238281,16.4635165449681,0.614558441227157,3.550861835479731
22076,43.6312409850243,-120.325997945646,United States,Oregon,Deschutes,-8,12.0519101074219,44.2691611074853,9.5331493398826,3.67320704460143
22077,43.6559029962662,-120.17904210494,United States,Oregon,Deschutes,-8,6.85249222412109,26.4202198667777,2.64462986797652,3.8555636405944833
22078,43.6804187407587,-120.031967372471,United States,Oregon,Deschutes,-8,12.6335972900391,46.1477492045029,5.05388960392956,3.652779817581163
22079,43.7047880462918,-119.884774312765,United States,Oregon,Harney,-8,9.99822590332031,29.4581427596823,12.994175310927,2.9463369846343985
22080,43.7290107412712,-119.737463493541,United States,Oregon,Harney,-8,0.815832009887695,2.18754165731275,21.579259735953,2.6813628673553525
22081,43.7530866547259,-119.590035485701,United States,Oregon,Harney,-8,27.2468792724609,77.0522990625266,24.7532921933813,2.827931165695195
22082,43.7770156163154,-119.442490863322,United States,Oregon,Harney,-8,9.22306420898437,25.7253121516707,28.0982791951047,2.789237022399905
22083,43.800797456338,-119.29483020365,United States,Oregon,Harney,-8,5.2815149230957,15.4998319028038,21.1111688245431,2.934732198715203
22084,43.8244320057378,-119.147054087093,United States,Oregon,Harney,-8,6.60504622192383,20.5359561857131,8.96646752981726,3.1091313362121573
22085,43.8479190961125,-118.999163097209,United States,Oregon,Harney,-8,7.9271457824707,22.5040157734857,2.57911688245431,2.8388547897338836
22086,43.8712585597208,-118.851157820702,United States,Oregon,Harney,-8,10.2886650878906,28.2805876495971,6.08646752981726,2.74871301651002
22087,43.8944502294904,-118.70303884741,United States,Oregon,Harney,-8,0.179279998970032,0.484983842886363,20.1286623254048,2.7051753997802717
22089,43.9403895226129,-118.406462185457,United States,Oregon,Harney,-8,0.331200003433228,1.03332896960434,17.1756558390209,3.11995458602906
22090,43.9631368152326,-118.258005692073,United States,Oregon,Malheur,-7,1.79337604064941,5.73264036154396,22.1199025766973,3.196563482284552
22091,43.9857356525623,-118.109437892442,United States,Oregon,Malheur,-7,0.688410021972656,2.23164646072359,28.6089480324023,3.2417402267456126
22094,44.0526398002341,-117.663072725304,United States,Oregon,Malheur,-7,1.11707992858887,4.06459756419398,16.2586623254048,3.6385915279388343
22095,44.0746431874264,-117.514065785284,United States,Oregon,Malheur,-7,13.0962415649414,49.268533346873,7.60742207411231,3.7620360851287837
22096,44.0964973084663,-117.364950596647,United States,Oregon,Malheur,-7,33.8027317382812,128.656331830994,1.55823376490863,3.80609273910523
22097,44.1182020033831,-117.215727780081,United States,Oregon,Malheur,-7,41.44820625,171.378183611423,8.96116882454314,4.134755134582525
22098,44.1397571129576,-117.066397959302,United States,Oregon,Malheur,-7,69.0653619140625,290.923978885663,4.94470129472589,4.212299346923824
22099,44.1611624787295,-116.916961761048,United States,Oregon,Malheur,-7,17.8057182128906,68.7664222016556,4.71837661840736,3.8620414733886763
22100,44.1824179430049,-116.767419815062,United States,Idaho,Washington,-7,50.1451857421875,176.573042351351,7.01095454429505,3.521236181259148
22101,44.2035233488634,-116.617772754088,United States,Idaho,Washington,-7,13.106637487793,43.4435698587665,0.397279220613579,3.3146235942840496
22102,44.2244785401658,-116.46802121385,United States,Idaho,Washington,-7,14.6181872680664,45.998902113086,4.48455844122716,3.1466898918151864
22103,44.2452833615614,-116.318165833049,United States,Idaho,Gem,-7,25.0951130859375,77.0917572839451,7.12279220613579,3.0719828605651855
22104,44.2659376584955,-116.168207253348,United States,Idaho,Valley,-7,18.8394767578125,54.9798273095119,2.84007142674936,2.918330907821654
22105,44.2864412772163,-116.018146119358,United States,Idaho,Valley,-7,18.3156484130859,48.2636111138839,4.89462986797652,2.635102510452276
22106,44.3067940647828,-115.86798307863,United States,Idaho,Valley,-7,0.242351985168457,0.628440292000082,11.0594025894518,2.59308910369873
22107,44.3269958690717,-115.717718781639,United States,Idaho,Valley,-7,5.68389616699219,15.3326730355036,25.4397597231986,2.6975638866424543
22108,44.3470465387851,-115.567353881772,United States,Idaho,Valley,-7,8.06508012084961,22.4274602460235,37.4465843867627,2.780810594558718
22109,44.3669459234572,-115.416889035318,United States,Idaho,Valley,-7,7.91801993408203,22.3701868896298,52.0596622998959,2.825224876403809
22110,44.3866938734621,-115.266324901452,United States,Idaho,Valley,-7,3.19071601867676,9.16636008259902,63.3182531985514,2.872822284698484
22111,44.4062902400208,-115.115662142222,United States,Idaho,Custer,-7,4.79919611206055,14.0842683974816,58.248922035849,2.9347140789032005
22113,44.4450276319608,-114.814043410157,United States,Idaho,Custer,-7,0.181619999313354,0.564912657533173,36.3884220486034,3.110409975051886
22114,44.4641683640834,-114.663088775667,United States,Idaho,Custer,-7,0.0197640004634857,0.0618671384499769,29.3752727087208,3.130294322967529
22115,44.4831569262563,-114.512038192478,United States,Idaho,Custer,-7,0.165347989082336,0.55023045778213,27.6679220613579,3.3277118206024237
22116,44.5019931740428,-114.360892336803,United States,Idaho,Custer,-7,0.234107995605469,0.788394301243647,20.4551298552221,3.3676521778106636
22117,44.5206769638957,-114.209651887648,United States,Idaho,Custer,-7,11.1896912109375,37.1648873318511,11.4130064863839,3.3213505744934073
22119,44.557586600104,-113.90688993878,Unknown,Unknown,Unknown,-7,19.6655937011719,62.0350310848109,23.4970389438122,3.154495716094966
22123,44.6295701616614,-113.300261101819,Unknown,Unknown,Unknown,-7,5.73606958007813,16.7005226883714,38.02496100517,2.911492347717289
22125,44.664641870664,-112.996405318937,United States,Montana,Beaverhead,-7,1.74243599395752,5.22909391163302,0.434558441227157,3.0010249614715567
22127,44.6990987459846,-112.692196101439,United States,Montana,Beaverhead,-7,47.698273828125,153.826257589716,0.487279220613579,3.2249858379364094
22128,44.7160962859568,-112.539960721547,United States,Montana,Beaverhead,-7,3.30969589233398,11.0549300486724,11.9891883092037,3.3401648998260445
22130,44.7496289088975,-112.235231975992,United States,Montana,Beaverhead,-7,0.49769998626709,1.69915488985843,31.393649327128202,3.4140143394470197
22134,44.8148406836787,-111.624762620419,United States,Montana,Madison,-7,2.43507584838867,8.96932392119413,45.1243635946218,3.6833858489990283
22135,44.8307567402269,-111.471938689095,United States,Montana,Madison,-7,10.9613783935547,41.4244162363529,36.0529090630812,3.7791247367858856
22136,44.8465177897257,-111.319033575173,United States,Montana,Gallatin,-7,2.76577204284668,11.2943134306699,32.0748181516713,4.08360242843629
22137,44.8621237078671,-111.166048010168,United States,Montana,Gallatin,-7,1.47556796264648,6.29825899060896,26.6997597231986,4.268362522125259
22165,45.235634900331,-106.852832719354,Unknown,Unknown,Unknown,-7,33.3241554199219,80.0164860748154,17.2513116780419,2.401155710220335
22166,45.2466927645707,-106.697842668922,United States,Montana,Rosebud,-7,59.0024091796875,151.827333725333,21.5463701065146,2.5732395648956303
22167,45.2575922750687,-106.542795162088,United States,Montana,Rosebud,-7,57.6200619140625,144.3421906691,31.1891623126504,2.5050683021545397
22168,45.2683333422482,-106.387690996859,United States,Montana,Rosebud,-7,1.7253719329834,4.10222818646998,42.7384934753528,2.377590656280513
22169,45.278915877739,-106.232530973039,United States,Montana,Powder River,-7,0.0072090008497238,0.0167289996384419,41.4427662095825,2.320571184158321
22170,45.2893397943828,-106.077315892204,United States,Montana,Powder River,-7,1.83158110656738,4.31363817077758,42.5265129600133,2.3551445007324276
22171,45.2996050062377,-105.922046557682,United States,Montana,Powder River,-7,25.714810546875,62.9750775172887,32.6408571209924,2.4489808082580553
22172,45.3097114285827,-105.766723774525,United States,Montana,Powder River,-7,36.9757287597656,87.2463628693175,25.1452727087208,2.3595576286315922
22178,45.3670107935902,-104.833709948677,United States,Montana,Carter,-7,3.68546390991211,8.94446642984374,28.0001428534987,2.4269580841064444
22181,45.3935103330982,-104.366547194796,United States,Montana,Carter,-7,0.845244010162354,2.03770416683899,38.4526687862798,2.4107880592346214
22182,45.4020244725689,-104.210734565728,United States,Montana,Carter,-7,2.76753600769043,6.5573741507404,46.2736233305749,2.369390726089477
22183,45.410378972472,-104.054877450617,United States,South Dakota,Harding,-7,0.263051998901367,0.621219189980942,51.7578700682513,2.361583232879641
22184,45.4185737630832,-103.898976673334,United States,South Dakota,Harding,-7,78.4713049804687,210.425889864973,78.3950324319194,2.6815648078918457
22185,45.4266087759542,-103.743033059153,United States,South Dakota,Harding,-7,104.955314941406,310.358147999095,83.0176557880032,2.9570503234863375
22186,45.434483943917,-103.587047434734,United States,South Dakota,Harding,-7,109.34221640625,348.747270139026,68.8665389565666,3.1895024776458767
22187,45.4421992010875,-103.431020628087,United States,South Dakota,Harding,-7,64.6805289550781,209.019919463405,57.3465389565666,3.231574058532722
22188,45.4497544828691,-103.274953468554,United States,South Dakota,Harding,-7,20.90401171875,62.8309162367648,45.3791883092037,3.0056869983673122
22189,45.4571497259565,-103.118846786783,United States,South Dakota,Harding,-7,87.748091015625,237.913419381135,33.9337467504308,2.711323022842407
22190,45.4643848683389,-102.962701414696,United States,South Dakota,Harding,-7,100.083576269531,248.851777844451,22.2427922061358,2.4864397048950213
22191,45.4714598493037,-102.806518185471,Unknown,Unknown,Unknown,-7,62.6067826171875,149.283680609302,10.5736753236815,2.384464979171746
22192,45.4783746094397,-102.65029793351,Unknown,Unknown,Unknown,-7,66.4680146484375,165.706569128893,1.08,2.493027210235598
22193,45.4851290906408,-102.494041494415,Unknown,Unknown,Unknown,-7,49.7359814941406,131.146909744476,11.9796882964492,2.6368618011474534
22194,45.4917232361087,-102.337749704962,Unknown,Unknown,Unknown,-7,62.9964369140625,169.307445082357,22.6715973850393,2.6875717639923065
22195,45.4981569903566,-102.181423403074,Unknown,Unknown,Unknown,-7,70.5823716796875,193.85085001513,34.1915973850393,2.7464485168457045
22196,45.5044302992119,-102.025063427796,Unknown,Unknown,Unknown,-7,87.9944053710938,240.897519962141,45.7861558262665,2.7376458644866974
22197,45.5105431098194,-101.868670619267,United States,South Dakota,Corson,-7,67.686669140625,168.276583810778,57.2315973850393,2.4861111640930154
22198,45.5164953706445,-101.712245818693,United States,South Dakota,Corson,-7,3.00114912414551,6.99920143018394,58.6761752599092,2.3321738243102996
22440,43.1232586588789,-122.618872991516,Unknown,Unknown,Unknown,-8,0.116495991897583,0.328145479267596,25.6916688117887,2.8167963027954115
22441,43.1501962764771,-122.474096635358,Unknown,Unknown,Unknown,-8,0.716984967041016,2.55540511479473,17.1059415460184,3.5640985965728693
22442,43.1769906206937,-122.329193361596,Unknown,Unknown,Unknown,-8,1.47042005767822,7.07295177309829,9.93837661840736,4.810157299041756
22443,43.2036415115859,-122.184163681264,Unknown,Unknown,Unknown,-8,2.88730813293457,15.8768835853292,14.8404999872456,5.498853206634523
22445,43.2565122160975,-121.893727161309,United States,Oregon,Klamath,-8,11.2096712768555,59.6414878341604,7.7938181771802,5.32053852081297
22446,43.2827316723249,-121.748321360028,United States,Oregon,Klamath,-8,21.6787146240234,109.192826038981,5.39470129472588,5.036868095397977
22447,43.3088069604591,-121.602791228852,United States,Oregon,Klamath,-8,29.7383115234375,137.144172976965,11.124915574974,4.611700057983396
22448,43.3347379030961,-121.457137295062,United States,Oregon,Klamath,-8,2.04540301208496,9.07929942956924,19.3660843995171,4.438880443573001
22449,43.360524323362,-121.311360089178,United States,Oregon,Lake,-8,26.9465761230469,108.669977625899,10.5540324574283,4.032793521881082
22450,43.3861660449209,-121.165460144946,United States,Oregon,Lake,-8,14.0232416748047,55.4545542407801,1.58007142674937,3.954474687576288
22451,43.4116628919824,-121.01943799934,United States,Oregon,Lake,-8,26.2485364746094,102.235583361277,8.70131167804187,3.894906044006339
22452,43.4370146893088,-120.873294192552,United States,Oregon,Lake,-8,37.71518203125,147.453416499149,1.67007142674937,3.9096567630767955
22453,43.4622212622231,-120.727029267988,United States,Oregon,Lake,-8,7.6870438659668,30.1437837512152,17.1974935008617,3.9213752746582013
22454,43.4872824366162,-120.580643772263,United States,Oregon,Lake,-8,11.9595590332031,43.1102813396914,2.88,3.6046714782714924
22455,43.5121980389546,-120.43413825519,United States,Oregon,Lake,-8,4.61667568359375,16.0483244858465,4.66830519165799,3.4761645793914706
22456,43.536967896288,-120.287513269781,United States,Oregon,Lake,-8,3.09407393188477,10.8791594438368,15.9540324574283,3.516127824783329
22457,43.5615918362567,-120.140769372235,United States,Oregon,Lake,-8,2.63192379455566,10.2953277092479,12.1559415460184,3.9117119312286284
22458,43.5860696870993,-119.993907121932,United States,Oregon,Lake,-8,0.14874301071167,0.596579443193321,4.0138181771802,4.010806560516358
22459,43.6104012776601,-119.84692708143,United States,Oregon,Harney,-8,8.91693918457031,28.7788851351259,3.84286363288515,3.2274398803710915
22460,43.6345864373966,-119.699829816451,United States,Oregon,Harney,-8,28.7397630615234,87.3350703815013,9.33551298552221,3.0388236045837447
22461,43.6586249963873,-119.55261589588,United States,Oregon,Harney,-8,17.4274011474609,49.8668260340125,10.8974935008617,2.8614034652710045
22462,43.682516785339,-119.405285891756,United States,Oregon,Harney,-8,1.08993598022461,2.95575398341262,16.3848441482246,2.711860179901125
22463,43.7062616355945,-119.257840379262,United States,Oregon,Harney,-8,19.3873855957031,56.7323644635188,13.4121947955876,2.9262514114379923
22464,43.7298593791398,-119.110279936719,United States,Oregon,Harney,-8,29.9609903320312,94.1490239288696,5.77653895656662,3.1423869132995637
22465,43.7533098486121,-118.962605145578,United States,Oregon,Harney,-8,13.6643222900391,40.3232583633325,0,2.9509885311126625
22466,43.7766128773069,-118.81481659041,United States,Oregon,Harney,-8,1.45375199890137,3.95886692198836,14.2493311627024,2.723206520080561
22467,43.7997682991857,-118.666914858902,United States,Oregon,Harney,-8,1.2416040802002,3.44925561301143,16.5414545315406,2.778064012527457
22469,43.8456356617163,-118.370774233114,United States,Oregon,Harney,-8,4.89707984619141,15.143023708106,5.59918830920368,3.092255830764764
22470,43.8683472736884,-118.22253652969,United States,Oregon,Malheur,-7,16.2582207275391,53.8659150973467,11.1584480451567,3.3131494522094624
22471,43.8909106215002,-118.07418803162,United States,Oregon,Malheur,-7,2.02905,6.69976887241602,13.4393311627024,3.3019239902496342
22472,43.9133255425553,-117.925729342018,United States,Oregon,Malheur,-7,0.250452000617981,0.784201768439276,13.668305191658,3.1311459541320783
22473,43.9355918749683,-117.77716106706,United States,Oregon,Malheur,-7,0.189900001716614,0.618763457837159,17.1597597231986,3.2583646774291974
22474,43.9577094575719,-117.628483815969,United States,Oregon,Malheur,-7,28.0827533935547,102.696575478192,11.8129350596345,3.6569268703460533
22475,43.9796781299248,-117.479698201005,United States,Oregon,Malheur,-7,22.4584740966797,103.070317149671,4.71198051533946,4.589373111724856
22476,44.0014977323185,-117.33080483746,United States,Oregon,Malheur,-7,40.6902708984375,197.112669465851,1.31911688245431,4.844221115112314
22477,44.0231681057854,-117.181804343639,United States,Oregon,Malheur,-7,17.7289916748047,96.9128919424458,1.19823376490863,5.466351032257077
22478,44.0446890921056,-117.032697340859,United States,Oregon,Malheur,-7,28.2733189453125,149.107071541089,1.17,5.273773193359381
22479,44.0660605338146,-116.883484453431,United States,Idaho,Payette,-7,34.1307896484375,162.616786815651,0.509116882454314,4.764518737792976
22480,44.0872822742106,-116.734166308652,United States,Idaho,Payette,-7,55.98701015625,246.358494285313,5.0219090885901,4.400279521942131
22481,44.1083541573618,-116.584743536792,United States,Idaho,Payette,-7,32.3663383300781,128.12595166743,4.04735064736294,3.9586174488067534
22482,44.1292760281138,-116.435216771088,United States,Idaho,Gem,-7,7.0079396484375,26.3110013637613,2.10727922061358,3.7544560432434144
22483,44.150047732097,-116.285586647724,United States,Idaho,Gem,-7,29.7469533691406,107.601400092797,9.85367532368147,3.6172242164611843
22484,44.1706691157337,-116.135853805827,United States,Idaho,Boise,-7,9.89391566162109,33.3985773359298,9.01653895656662,3.3756682872772275
22485,44.1911400262455,-115.98601888745,United States,Idaho,Boise,-7,5.98159786376953,20.8571243249749,15.9487337521542,3.4868817329406685
22486,44.2114603116606,-115.836082537563,United States,Idaho,Boise,-7,1.00839598846436,3.39112166533711,20.2570389438122,3.362886905670156
22487,44.231629820821,-115.686045404038,United States,Idaho,Valley,-7,6.27818422851563,17.6637546946934,29.8199740034467,2.8135132789611834
22488,44.2516484033896,-115.535908137639,United States,Idaho,Valley,-7,5.31673192749023,15.0703708469324,41.0401882836948,2.8345177173614595
22489,44.2715159098578,-115.385671392008,United States,Idaho,Valley,-7,0.231912000274658,0.656228502518594,55.0605454174416,2.829644441604615
22490,44.2912321915522,-115.235335823653,United States,Idaho,Boise,-7,2.90368784179688,8.39960500023428,66.4788506090996,2.892736911773677
22491,44.3107971006421,-115.084902091932,United States,Idaho,Custer,-7,4.15616418457031,12.2533746234997,61.5868700937601,2.948241233825687
22492,44.3302104901465,-114.934370859043,United States,Idaho,Custer,-7,0.191772020530701,0.57720392349427,41.1445324446738,3.009844303131096
22493,44.3494722139414,-114.78374279001,United States,Idaho,Custer,-7,1.28588389892578,4.01054061114571,28.7079934881072,3.118897914886478
